Delay,Flight,DayOfWeek,Time,Length,Airline_enc,AirportFrom_enc,AirportTo_enc
0,2082,3,487,72,16,56,76
0,4582,3,510,125,10,156,58
1,94,3,460,322,3,198,145
1,394,3,705,191,4,151,132
1,1877,3,996,124,5,204,14
0,4611,4,360,175,12,239,256
1,1142,3,715,80,15,43,33
0,4457,3,800,119,12,26,193
1,595,3,465,115,1,14,180
0,3279,3,835,50,10,78,116
0,6459,3,974,111,12,77,78
1,2191,3,1300,69,16,94,179
0,23,3,575,69,3,268,145
0,6955,3,1090,48,12,204,181
1,42,3,750,150,15,213,126
1,2786,3,1180,142,5,14,156
1,957,3,825,310,15,41,213
1,1935,3,805,175,1,59,78
0,160,3,705,160,15,77,257
1,5095,3,860,71,6,31,14
1,1569,3,655,224,4,248,132
0,2149,3,390,58,16,73,132
1,1568,3,1137,123,4,132,169
1,4212,3,720,95,10,204,41
0,1438,4,440,81,3,157,248
0,5236,3,685,93,6,281,174
1,3598,3,1175,170,15,247,213
1,1265,3,1040,89,5,14,174
0,4979,4,360,67,6,272,14
0,2160,3,420,81,14,76,156
1,242,3,1260,107,8,14,209
1,1439,3,780,122,5,76,14
1,1588,3,770,187,4,238,132
0,2336,3,955,210,5,145,193
0,286,3,1320,330,1,158,151
0,3415,3,955,100,15,73,263
0,1330,3,535,85,15,257,238
0,4328,3,690,110,10,204,159
1,706,3,752,241,3,255,145
1,4663,3,660,83,12,27,193
1,126,3,510,345,5,248,145
0,1929,3,360,135,15,151,77
0,2937,3,420,84,5,191,83
1,4649,3,1125,180,10,156,193
0,795,3,810,195,1,156,180
0,1585,4,325,64,4,175,132
0,3735,3,635,90,10,56,204
0,2198,3,425,80,15,200,263
1,591,3,775,90,1,204,169
0,1600,4,450,102,3,33,76
0,1153,3,1151,150,8,236,136
0,1879,4,415,193,5,156,102
1,5588,3,1061,76,6,269,14
0,4228,3,760,95,10,204,249
1,1224,3,1025,258,5,256,212
0,2208,3,380,157,16,169,94
0,6495,3,364,161,12,63,151
1,1051,3,945,143,8,170,0
1,4591,3,595,165,12,256,239
0,4869,4,395,206,12,174,256
0,2003,3,436,74,5,201,193
0,6662,3,1058,37,12,190,248
0,1048,3,570,83,3,145,233
0,561,4,400,104,8,30,14
1,128,3,450,68,4,132,194
0,1666,3,746,101,5,59,14
1,7264,3,1205,127,17,204,224
0,4184,3,1132,116,0,174,216
0,2377,4,385,150,16,82,132
0,6617,3,620,103,11,83,17
0,2827,4,325,85,16,167,132
0,6908,4,408,167,12,2,248
1,3715,3,1300,111,0,83,205
0,5941,3,360,113,16,273,204
1,2155,3,1038,300,5,14,151
0,1170,3,770,61,14,228,58
0,1449,3,380,129,5,131,14
0,4851,3,1150,116,12,59,193
0,1803,4,445,138,5,83,174
0,741,3,1001,130,13,171,204
1,6552,3,590,99,11,50,83
0,382,3,593,51,9,125,140
1,2451,3,1305,87,5,14,246
0,6566,3,375,85,11,229,145
0,4858,3,920,77,12,256,44
0,462,3,1205,135,13,151,77
0,4444,3,590,98,12,256,225
0,3347,3,780,85,10,249,78
1,2500,3,707,88,5,72,14
0,61,3,391,261,13,132,248
0,778,3,660,90,15,150,253
0,223,3,1130,395,1,33,151
1,194,3,840,293,3,150,145
1,422,3,620,165,15,43,236
1,4232,3,1275,95,10,204,41
1,1020,3,605,167,14,212,170
1,472,3,427,181,7,181,236
0,4701,3,585,119,12,256,151
0,1231,3,1155,109,14,83,58
1,1351,3,810,270,1,204,151
0,608,3,895,139,7,77,136
0,6749,3,362,76,12,225,77
0,1480,3,435,269,5,248,14
0,6752,3,1202,63,12,107,204
0,475,4,360,133,13,58,204
1,1232,3,1085,144,14,102,76
1,3926,3,890,195,15,169,150
0,1023,3,435,86,14,20,212
0,2309,4,410,129,16,14,132
0,5030,3,985,61,6,9,14
0,3099,3,916,101,16,283,132
0,4651,4,320,62,12,97,193
1,4097,3,1062,128,0,228,174
1,765,3,1007,107,8,209,14
0,4746,4,445,59,12,193,191
0,1408,4,375,129,5,77,193
0,1122,3,670,105,5,236,14
1,2801,3,865,170,5,43,193
0,4527,3,990,65,10,76,228
1,759,3,875,135,15,77,172
1,1434,3,750,170,15,33,172
0,1341,3,435,285,1,204,248
0,4639,3,970,205,12,204,256
0,784,3,688,112,7,150,77
0,5103,3,1165,73,6,174,39
1,2098,3,935,130,1,204,33
0,1839,3,395,120,15,131,172
1,219,3,495,215,15,150,172
0,1245,3,535,144,3,33,58
0,2282,3,1185,205,1,78,33
0,1578,3,820,59,4,239,132
0,2530,3,360,138,5,44,193
0,6358,3,365,131,11,159,83
1,1739,3,580,275,15,150,43
0,433,3,506,229,13,131,16
1,956,3,705,159,14,102,212
0,2700,3,810,150,5,193,43
0,2791,3,535,90,10,78,114
1,4030,3,840,100,0,145,40
0,1967,3,450,80,5,83,204
1,1233,3,890,98,5,14,194
1,598,3,735,100,15,210,198
0,2120,3,840,171,16,181,132
1,16,3,1345,330,2,247,180
0,3769,3,970,118,0,145,229
1,1523,3,955,320,1,255,204
0,625,3,920,65,1,170,180
1,31,3,840,60,15,73,126
0,1954,3,810,69,5,14,144
0,1455,4,437,163,4,209,94
0,2901,3,660,69,17,52,58
0,971,4,380,110,1,14,180
1,4169,3,970,127,0,40,83
0,7131,3,737,87,6,131,45
1,369,3,1340,275,4,150,94
0,2234,3,820,110,5,14,131
0,675,3,925,164,8,181,170
1,4657,4,390,130,12,154,193
0,3668,3,360,131,0,279,156
0,7053,3,868,112,12,159,204
1,2346,4,380,279,5,210,14
0,1597,3,545,255,5,193,253
1,506,3,1110,75,15,259,253
0,1218,3,410,100,15,2,150
0,341,4,413,134,13,229,204
1,206,3,795,125,4,132,271
1,1196,3,826,314,5,199,151
1,2278,3,930,180,15,43,194
0,147,3,1170,125,15,170,43
1,301,3,809,179,4,94,102
1,2143,3,1200,74,14,33,156
1,5165,4,450,69,6,14,31
1,1162,3,1065,140,15,212,172
1,3137,3,1060,185,15,150,263
0,4001,4,390,115,0,204,174
0,2783,3,833,155,5,14,16
0,2316,3,685,244,5,150,83
0,1833,3,725,245,1,94,78
0,2886,3,989,99,16,11,132
0,1945,3,865,60,15,194,25
0,1325,3,490,140,15,136,170
0,2946,4,395,165,5,132,193
0,829,3,935,60,15,253,42
0,3675,3,695,83,0,136,83
1,5946,3,806,82,16,246,204
0,3605,3,450,160,10,180,69
1,815,3,1290,159,13,77,151
0,246,3,960,156,4,132,204
0,2413,4,450,65,1,200,78
0,6290,3,461,65,12,151,190
1,2088,3,660,180,1,180,156
0,1281,4,420,108,3,33,229
1,1842,3,1300,75,15,151,248
0,1383,3,730,145,1,78,274
0,2541,3,465,88,16,56,58
1,291,3,703,167,4,180,132
1,1935,3,420,81,14,41,212
0,2158,3,530,90,16,59,94
0,1224,4,360,101,3,228,33
1,3011,3,470,60,10,151,98
0,2946,3,375,132,16,144,94
1,607,3,890,245,15,172,150
0,1938,3,980,106,5,14,76
0,948,3,966,144,13,151,77
1,4150,3,755,105,10,279,204
0,1599,3,430,175,1,74,78
0,1455,4,420,100,14,271,58
1,3997,3,520,104,0,174,144
1,1679,3,560,317,5,69,248
1,1945,3,365,160,15,247,77
1,943,3,1052,268,13,204,151
1,1156,3,985,85,15,172,31
1,143,3,870,90,15,216,172
0,191,3,600,120,8,76,14
0,2356,3,900,112,16,25,132
1,443,3,507,204,3,33,271
0,3640,3,425,170,10,59,180
0,543,4,410,195,1,209,204
1,835,3,900,145,1,136,78
1,1599,3,910,75,15,263,25
0,414,3,912,135,7,151,77
1,3868,3,930,68,0,83,275
1,6523,3,1210,101,11,145,229
1,5917,3,875,57,16,204,136
1,719,3,1005,140,15,43,170
0,106,3,317,36,9,125,199
1,6632,3,803,131,12,249,77
1,734,3,596,98,5,14,228
1,199,4,440,157,4,132,77
0,1575,3,1110,180,1,170,78
0,1931,3,875,80,1,248,151
1,1165,3,1130,190,1,78,222
1,1710,3,1130,116,3,170,76
0,1472,3,380,155,15,77,151
0,2458,3,695,129,16,31,132
1,2190,4,450,79,5,218,14
0,3629,3,420,145,10,180,31
0,2108,3,802,115,5,77,193
0,6231,3,853,37,12,91,210
0,6870,3,453,113,12,124,77
1,5216,3,1079,146,6,76,263
0,6243,3,389,201,12,239,151
0,7267,4,420,177,17,224,204
1,2349,3,530,300,15,172,198
0,6546,4,433,61,12,210,176
0,6638,3,1300,80,11,83,67
1,519,3,940,285,15,31,151
0,12,3,395,160,15,170,126
0,1373,3,390,82,5,33,156
0,1980,3,490,110,15,144,43
1,53,3,880,190,4,151,132
0,1829,4,400,70,5,117,83
1,607,3,1050,100,15,150,248
0,5161,3,460,59,6,50,14
1,1926,3,700,255,15,213,43
0,542,3,580,196,4,132,256
0,4708,3,1290,104,12,151,256
1,2060,3,1130,195,5,14,63
0,6425,3,910,119,11,193,69
0,3816,3,620,145,10,77,204
0,264,3,385,120,15,77,263
0,4442,3,1299,102,12,256,100
1,1153,3,935,55,15,203,150
0,6434,3,632,163,12,151,239
0,479,3,880,235,7,181,150
1,6274,3,1174,156,12,127,204
0,2446,3,630,94,5,263,83
0,173,3,1163,119,7,78,77
0,7116,3,360,81,6,145,131
1,1233,3,1020,125,15,170,43
0,624,3,1245,80,15,257,151
0,2223,3,770,59,16,132,66
0,2344,4,10,215,5,150,69
0,1200,3,1235,162,3,236,41
0,4253,3,930,140,0,228,263
1,6937,3,719,64,12,77,81
1,660,3,900,85,15,256,77
0,4263,3,565,120,0,69,169
0,5253,3,1366,68,6,14,281
0,219,3,385,80,15,257,150
0,4124,3,815,126,0,69,94
0,968,3,1416,213,13,150,204
1,3655,3,1080,150,15,271,263
1,5306,3,905,111,6,14,242
0,175,3,610,103,8,14,236
1,746,3,980,187,3,255,170
1,382,3,805,80,15,256,150
0,7309,3,555,73,6,186,14
1,5274,3,895,98,6,76,33
1,1145,4,445,100,5,14,194
1,5283,3,885,78,6,14,135
1,856,3,965,165,15,77,248
1,1537,3,1230,70,15,172,56
0,1498,3,1175,55,15,253,231
0,2633,3,671,69,16,39,132
0,4377,3,605,134,0,83,240
1,4872,3,1306,69,12,256,32
1,3820,3,925,66,0,83,216
0,256,3,610,37,9,125,199
1,431,3,775,360,15,179,213
0,4656,3,1155,120,12,193,154
0,600,4,360,143,2,247,150
0,675,3,725,172,2,77,247
1,2184,3,1140,85,14,76,156
0,3006,3,340,70,16,36,132
0,701,3,1159,83,13,77,2
1,1726,3,970,120,5,102,14
0,6341,3,545,97,11,83,15
0,7021,3,1280,141,12,151,210
1,4146,3,899,110,0,268,145
1,1115,3,680,135,15,193,77
0,1242,3,795,248,14,213,76
0,5148,3,900,70,6,14,269
0,3678,3,785,65,0,110,193
0,1019,3,600,131,14,58,180
1,3713,3,980,118,0,267,83
1,463,3,335,164,4,204,132
1,461,3,790,150,15,212,144
0,1989,4,435,65,14,228,58
0,367,3,470,80,15,31,85
0,2730,3,1100,95,10,143,78
0,711,3,960,363,14,212,151
1,249,4,390,75,15,253,151
0,1738,3,1200,250,1,255,212
1,4369,3,975,123,0,205,83
0,2315,3,635,300,5,14,151
0,4977,3,1244,76,6,14,173
1,6567,3,1210,153,12,204,63
0,727,3,825,237,7,76,77
0,536,4,400,125,1,78,14
1,4217,3,690,125,10,200,204
1,637,3,940,60,15,263,172
1,2489,3,587,108,5,14,194
1,5563,3,1025,81,6,186,14
0,5127,3,764,56,6,14,129
0,7097,3,360,82,6,59,204
1,1715,3,885,170,15,151,16
0,177,3,789,93,8,14,236
1,1422,3,647,73,4,194,132
1,361,3,630,157,8,156,14
0,867,4,445,84,14,268,212
1,7217,3,624,76,17,74,131
1,1471,3,1200,104,14,58,271
0,254,3,360,134,8,104,14
0,2049,3,500,335,5,14,248
0,1059,3,835,206,4,76,132
0,5226,3,510,61,6,14,17
0,2995,3,365,211,16,131,132
1,3222,3,1175,135,15,263,126
1,2168,3,1150,157,5,193,20
0,2130,3,840,66,14,156,33
1,504,3,1115,80,1,78,194
1,6667,3,660,199,12,248,169
1,317,4,365,170,15,172,77
1,1566,3,1165,75,15,257,203
0,2707,3,825,85,10,78,162
0,3965,3,960,140,0,14,126
1,1274,3,920,160,5,193,94
0,6327,3,801,44,12,238,151
0,2394,3,1065,127,5,14,212
1,4944,3,730,58,6,83,46
0,2116,4,400,75,15,216,43
1,7342,3,515,131,6,83,169
1,3618,3,1100,80,10,269,180
0,586,3,700,142,2,210,259
1,816,3,750,88,8,33,43
1,5201,3,660,121,6,132,14
0,2190,3,401,79,16,179,94
0,825,4,420,75,15,43,179
0,5556,3,960,95,6,39,14
1,2419,3,866,189,5,156,193
1,1490,3,971,109,14,58,156
1,521,3,655,95,15,73,263
1,525,3,1100,80,15,169,172
1,6856,3,1167,203,12,59,77
0,4181,3,705,55,10,204,115
1,2190,3,634,126,5,14,181
1,6405,4,370,93,11,118,14
0,2827,3,325,85,16,167,132
1,489,3,785,140,15,216,170
0,3804,3,335,128,0,56,14
0,2304,3,770,71,16,132,114
1,3159,3,1200,220,15,169,238
0,5901,3,560,56,16,191,204
0,2905,3,790,122,17,213,112
1,2041,3,960,92,14,33,76
0,3763,4,410,105,15,198,256
1,2148,3,725,129,16,31,94
0,6486,3,1021,55,12,65,77
1,857,3,790,108,7,77,213
0,3295,3,845,135,10,78,45
0,6618,3,1030,74,11,168,83
1,558,3,615,122,8,14,41
0,1423,3,845,136,8,271,136
1,891,4,398,380,13,145,151
1,7079,3,746,94,6,131,83
0,569,3,755,76,14,238,213
0,5343,3,535,143,6,14,200
1,875,3,813,154,8,14,193
1,257,3,825,75,15,102,144
0,916,3,470,296,13,247,131
0,959,3,1329,115,14,58,102
1,889,3,910,205,1,180,204
0,2966,3,570,95,17,150,248
1,714,3,785,189,14,78,212
0,3284,3,1335,75,10,78,39
0,1199,3,655,115,15,25,172
1,6464,3,769,95,12,248,227
0,5595,3,1236,84,6,14,93
0,6765,3,687,113,12,77,44
0,153,3,1121,297,13,204,248
0,1761,3,1105,105,5,14,194
0,1595,3,737,84,8,114,271
1,4694,3,1275,88,12,150,256
0,5343,3,365,130,6,117,14
1,1065,3,1270,225,1,78,253
0,1743,3,705,185,1,83,78
0,592,3,618,122,13,77,193
1,6655,3,1003,68,12,84,204
0,1384,3,810,65,5,156,33
1,1816,3,633,172,5,77,14
0,2995,3,330,67,5,31,14
1,1060,3,1189,77,14,58,76
1,1811,3,1355,170,1,180,132
1,5572,3,585,88,6,118,14
1,1496,3,810,287,14,248,58
0,1255,3,1134,121,5,205,14
0,6440,3,905,131,12,151,63
0,320,3,634,96,13,248,151
0,190,3,1155,143,4,132,180
0,5927,4,435,110,16,133,204
0,3009,3,935,65,10,151,190
1,2108,3,1155,150,15,271,126
0,35,3,562,315,13,248,199
0,1959,3,495,188,5,145,170
1,642,3,1040,70,1,239,78
0,2841,3,1040,53,16,74,56
0,2836,3,985,92,17,42,213
1,4962,3,828,95,6,135,14
0,4651,3,545,135,10,14,156
0,2722,4,30,228,5,213,83
1,498,3,1135,199,7,46,77
0,6432,3,965,101,12,204,174
0,1064,3,1105,100,5,136,14
1,5006,3,1247,130,6,14,268
0,1265,3,515,135,15,172,33
1,2716,3,1140,120,5,69,156
0,3711,3,910,115,10,204,159
0,6315,4,360,112,12,32,248
0,6565,3,1107,118,12,77,274
0,6935,3,417,64,12,257,5
0,778,3,739,147,13,131,170
0,1136,4,365,65,15,150,151
1,2871,3,1070,115,15,73,2
0,1007,3,1068,124,5,169,14
0,414,3,370,129,13,204,20
1,5018,3,605,102,6,30,14
1,17,3,100,380,9,150,125
0,471,4,400,110,13,273,77
0,2246,3,1050,170,1,151,16
0,2794,3,981,122,16,169,132
0,4505,3,1201,134,12,256,97
1,477,3,440,115,15,41,172
0,554,3,495,180,15,236,172
1,539,3,1205,70,15,172,59
0,1075,3,660,86,5,228,14
0,1069,3,1120,190,1,228,78
1,1396,3,710,190,1,231,78
1,391,3,670,115,15,213,231
0,1227,3,1210,123,3,33,228
1,351,3,755,135,15,238,77
1,4026,3,1195,40,10,115,189
0,6764,3,700,136,11,58,145
0,416,3,390,140,7,151,77
0,3986,3,800,111,0,193,136
0,595,4,360,174,14,169,213
1,3862,3,345,119,0,239,174
1,1355,3,705,155,1,78,213
1,37,3,555,100,15,150,89
1,103,3,733,162,13,77,257
0,6408,3,782,92,12,248,91
0,3919,3,840,115,10,159,204
1,1271,3,1246,133,8,170,74
0,386,3,535,120,1,204,156
1,1121,3,640,125,15,170,43
1,6453,3,1035,48,11,246,69
0,769,4,404,113,7,77,150
1,2980,3,425,150,10,68,78
0,6548,3,1025,95,11,216,145
1,1569,3,738,111,5,229,14
1,325,3,525,342,8,14,248
0,835,3,955,153,14,212,170
0,4697,4,360,100,10,83,156
1,533,3,520,75,15,150,231
1,1111,3,1045,81,5,14,228
1,5068,3,725,76,6,14,135
1,378,3,1091,169,3,102,156
0,625,3,1003,136,13,76,204
1,3141,3,665,130,15,43,144
0,5204,3,820,65,6,14,269
1,3755,3,1220,80,10,204,83
0,6973,3,669,149,12,247,151
1,836,3,1105,136,13,204,33
0,3322,4,390,200,10,118,78
0,2940,4,395,50,10,1,78
0,1330,3,425,85,15,210,257
1,2814,3,850,140,10,225,78
1,2278,3,1075,180,15,194,77
1,288,3,530,65,15,43,41
0,2932,3,1115,70,16,175,132
0,1701,4,410,178,4,94,102
0,6747,3,644,48,12,257,248
1,2077,3,987,128,5,20,83
0,775,3,1135,90,15,150,198
0,3296,3,600,80,10,66,78
0,1387,3,810,72,5,33,156
0,2580,3,530,79,16,56,181
1,3306,3,670,180,10,45,78
1,7787,3,1310,55,12,256,215
0,6841,3,1098,122,12,200,204
1,560,3,1250,105,1,204,76
0,1871,4,390,70,5,32,256
0,793,3,810,80,15,143,126
0,1718,3,1280,67,14,76,268
1,4658,3,745,155,10,156,14
0,1451,3,908,166,8,209,127
0,653,3,1145,138,13,204,223
0,5601,3,1017,58,6,14,79
0,61,3,813,47,2,48,12
0,4252,3,1310,84,0,83,245
0,7301,3,492,141,17,169,131
0,1483,3,508,92,5,256,150
0,2984,3,480,65,15,151,253
0,2748,3,475,125,10,78,119
1,333,3,595,97,13,204,169
0,2035,3,990,130,5,181,14
0,2980,3,455,110,15,198,213
0,2748,3,965,79,16,132,186
0,6399,3,1007,88,11,118,14
0,2874,3,885,91,17,213,22
1,5582,3,685,90,6,67,14
0,3786,3,1160,74,0,174,106
0,773,3,690,185,1,236,204
0,1163,3,410,85,15,248,259
1,2138,3,1080,75,14,156,33
0,6625,4,430,119,11,228,136
0,4839,3,660,94,12,2,256
1,4665,3,495,165,10,156,14
0,412,3,1285,75,15,151,198
0,6526,3,523,77,12,151,213
0,3121,3,893,82,16,159,132
0,6360,3,1023,76,12,248,203
1,7082,3,626,87,6,131,33
1,162,3,405,250,15,136,150
1,242,3,785,135,15,170,216
1,2454,3,705,99,16,174,132
0,6829,4,362,48,12,257,248
1,1921,3,645,80,15,31,228
0,4319,3,790,105,10,204,129
0,868,3,420,156,8,193,14
1,4830,3,785,82,12,192,256
1,2640,3,705,65,15,210,32
0,1051,3,490,97,3,145,216
1,582,3,505,165,3,102,127
0,7075,4,360,90,6,83,131
0,3686,3,560,99,0,174,133
0,981,3,950,65,15,150,42
0,663,3,1044,246,13,76,77
0,5970,4,385,79,16,275,204
1,317,3,880,175,15,213,194
0,1612,3,435,78,14,212,33
0,5113,3,590,65,6,14,79
1,3311,3,1125,95,15,31,194
1,941,3,850,75,15,43,56
0,6417,3,390,144,11,74,193
0,1700,3,525,160,5,14,33
1,2473,3,920,200,1,180,78
0,4088,3,465,114,0,193,69
0,422,3,451,94,13,26,77
0,1252,3,400,120,15,263,43
0,6363,3,820,125,11,69,169
0,1385,3,750,79,5,33,156
0,380,3,1210,80,15,126,273
0,6268,3,495,117,12,248,274
0,2819,3,1111,79,16,143,132
1,3528,3,1090,160,10,181,78
1,1118,3,800,120,15,43,31
1,2357,3,1170,80,15,212,216
1,5088,3,600,67,6,14,129
0,1092,4,385,165,5,271,83
0,3265,3,360,70,10,126,78
1,872,3,450,255,15,172,150
0,245,3,665,125,15,213,257
1,6350,3,838,85,12,203,248
1,1116,3,709,70,5,218,14
0,2985,3,1170,66,17,98,150
0,6469,3,645,86,11,14,118
1,511,3,595,235,15,151,172
1,6386,3,800,76,12,42,248
0,407,3,415,70,15,102,144
1,6700,3,780,92,12,161,77
0,656,3,925,180,1,42,78
1,4455,3,1320,65,12,193,97
0,743,3,1090,325,2,14,247
1,5926,3,718,137,16,204,225
0,701,3,360,218,3,145,255
1,1849,3,720,171,4,102,132
1,5494,3,815,129,6,14,273
0,2879,3,570,80,15,248,151
0,5583,3,340,47,6,50,14
1,945,3,525,106,14,0,58
0,2093,3,690,190,1,156,180
0,6948,3,360,146,12,63,204
1,1040,3,680,205,1,78,42
0,266,3,1045,37,9,125,199
1,1264,3,870,99,5,213,256
0,5428,4,380,83,6,155,174
0,2657,3,945,205,16,94,283
1,4676,4,360,144,12,31,193
1,4542,3,1185,57,12,256,134
0,934,3,1106,66,8,14,144
1,464,3,575,150,15,212,172
1,5053,3,1245,65,6,14,280
1,1151,3,1195,165,15,271,172
0,1123,3,435,165,1,78,213
1,4371,3,735,142,0,240,83
0,434,4,415,75,13,204,59
0,6505,3,315,95,12,160,248
1,528,3,1035,95,15,136,43
1,1978,3,1096,135,1,78,271
0,193,3,807,106,13,150,248
0,491,3,492,129,13,77,213
0,2492,3,955,148,16,132,228
1,1387,3,880,250,1,204,150
1,1442,3,520,179,5,14,193
1,1499,3,485,196,5,20,102
0,2244,4,395,229,5,238,193
1,933,3,1075,73,14,58,144
1,1941,3,575,258,5,69,213
0,6230,3,675,36,12,210,91
0,618,3,430,90,15,223,43
0,2221,3,1310,236,5,193,151
1,117,3,535,95,15,238,257
0,689,3,480,236,2,16,253
0,2466,3,1135,70,15,203,213
1,1822,3,695,122,14,58,33
1,6930,3,360,87,12,204,279
0,574,3,750,104,14,257,213
1,55,3,671,111,2,37,12
1,2640,3,855,100,15,32,150
0,6364,3,1225,82,11,69,171
0,396,3,1180,68,14,150,213
0,59,3,676,320,8,14,151
0,768,4,450,342,4,94,150
0,739,3,670,245,1,156,78
0,569,3,955,234,14,213,170
0,450,3,650,140,1,78,193
1,4648,3,1040,100,10,228,156
0,5486,3,761,82,6,52,14
1,4133,3,1000,90,10,204,216
0,1559,4,420,209,4,76,132
0,2397,3,425,175,15,170,172
0,102,3,305,49,9,125,140
1,629,3,745,226,4,77,94
0,6499,3,551,71,12,151,253
0,1559,3,420,209,4,76,132
1,6247,3,719,72,12,98,151
1,2090,3,673,237,5,77,145
1,7374,3,1180,118,6,83,33
1,6525,3,1205,50,12,204,15
0,1792,3,525,102,14,171,58
1,779,3,874,287,13,33,77
0,484,3,1085,198,7,213,181
0,555,3,1235,33,9,199,125
0,1204,3,640,100,1,2,78
1,2256,3,830,102,5,193,83
1,7332,3,1050,68,6,14,31
0,1225,4,360,120,1,63,78
1,2156,3,706,134,16,274,132
1,3305,3,1170,75,10,78,155
0,5567,4,444,76,6,45,14
0,7798,3,1304,89,12,256,62
0,1212,3,425,86,3,41,33
1,694,3,1185,70,15,212,223
1,2537,3,1045,80,16,212,56
0,1032,3,720,90,1,78,169
0,3415,3,870,60,15,239,73
0,2748,3,540,60,17,274,213
0,456,3,525,141,13,193,77
0,159,3,540,124,5,156,83
0,6451,4,430,133,11,69,193
1,4229,3,515,115,0,145,76
0,7125,3,870,74,6,41,131
1,3533,3,465,150,10,78,56
0,1749,3,580,115,14,204,212
0,842,3,780,120,15,77,193
0,145,3,585,34,9,199,125
0,6924,3,1295,51,12,77,123
0,463,4,335,164,4,204,132
1,1402,3,1331,163,14,58,132
1,1229,3,1245,125,15,213,198
1,5026,3,1045,125,6,95,14
0,22,3,900,315,1,151,145
0,1061,3,430,210,1,145,180
1,222,3,1265,129,13,204,20
1,179,3,1079,408,13,33,248
0,6456,3,1216,94,12,133,77
0,373,4,420,157,13,156,204
0,2137,3,420,64,16,155,132
0,1083,3,735,65,15,213,150
1,1177,3,795,81,14,58,144
0,3794,3,675,200,10,204,89
0,782,3,1045,160,1,204,271
0,6336,3,641,67,12,231,248
0,369,3,900,172,14,132,213
1,850,3,1091,91,13,204,216
0,61,3,721,52,2,284,48
0,2362,3,1110,82,16,229,56
1,478,3,1335,104,8,14,43
0,4243,3,400,140,10,228,204
0,4583,3,700,89,12,77,256
0,2006,4,363,89,16,118,94
1,52,3,1225,85,15,73,169
0,3679,3,1023,77,0,275,83
1,4237,3,1065,55,10,204,191
0,4194,3,1025,95,0,193,30
0,1525,3,590,260,15,31,150
0,2426,3,455,124,5,102,14
1,1105,3,700,428,5,256,125
0,2956,4,390,324,5,238,145
1,411,3,960,150,15,248,77
1,1538,3,810,180,1,42,78
0,1392,3,790,70,15,42,198
0,944,4,424,241,13,151,204
0,1244,4,375,130,5,126,14
0,1589,3,775,125,1,31,78
0,4556,3,1189,106,12,256,274
0,6489,3,688,127,11,78,69
1,1437,3,995,101,5,43,83
1,315,3,910,245,15,136,213
0,1827,3,1260,75,15,203,198
0,637,3,480,105,15,253,213
0,631,3,1185,132,13,76,204
1,961,3,435,180,15,201,213
1,1105,4,445,253,5,14,256
0,1157,3,360,110,5,59,14
0,6477,3,915,122,11,69,283
0,7375,3,1160,73,6,119,14
0,4558,3,480,110,10,156,56
0,1027,3,455,95,15,181,169
1,6753,3,1045,116,11,83,223
0,1897,3,1035,148,14,193,58
0,6572,3,960,80,12,151,150
1,1065,3,756,252,3,145,16
0,541,3,1075,105,1,78,89
1,1096,3,1312,111,5,14,263
0,7086,3,360,90,6,74,131
0,665,3,420,267,2,78,247
0,1587,3,415,65,15,152,73
0,309,3,1105,106,13,150,248
0,6331,3,408,184,12,63,248
0,5182,3,375,75,6,113,14
0,36,3,830,50,15,66,126
1,326,3,395,60,15,151,150
1,6335,3,911,45,12,151,238
1,1888,3,1155,85,14,212,33
1,2455,3,1315,307,5,14,151
0,6578,4,420,59,11,56,83
0,327,3,725,165,1,156,204
0,374,3,515,144,14,78,58
1,4297,3,655,55,10,184,204
1,1985,4,430,230,1,212,255
0,113,3,950,338,14,212,150
0,2589,3,400,92,5,72,14
0,6672,3,860,73,11,174,263
1,1283,3,1040,116,5,14,172
1,1458,3,1120,50,15,239,126
0,1188,3,945,176,3,262,33
0,2034,3,810,83,14,76,33
1,2710,3,1150,75,16,56,76
0,3389,3,1175,55,10,78,277
1,1823,3,405,175,1,204,209
1,1821,3,880,218,4,132,259
1,692,3,1210,120,15,198,247
1,5565,3,890,89,6,14,114
1,130,3,750,109,5,236,14
1,426,3,1140,175,4,132,43
1,70,3,1185,105,2,12,146
1,1093,3,365,168,4,59,132
0,2956,3,390,324,5,238,145
0,7216,3,636,107,17,174,204
0,2956,3,1380,45,16,132,16
0,200,4,360,120,8,46,14
0,2305,4,405,90,5,169,193
1,769,3,705,160,15,43,102
0,1,3,565,505,4,132,125
1,667,3,1267,217,4,247,12
0,6347,3,979,60,12,15,204
0,371,3,703,165,7,33,181
0,4628,3,1310,101,12,256,219
0,57,4,390,74,14,150,213
1,383,3,1305,170,3,156,102
0,2805,3,635,85,10,234,78
1,7247,3,737,116,17,131,14
0,3704,3,400,175,10,89,204
1,7352,3,1255,74,6,14,281
0,1585,4,390,70,15,172,59
0,6482,3,450,112,12,120,77
0,6291,3,958,137,12,89,151
1,3450,4,360,70,10,283,78
1,3277,3,1215,40,10,78,4
1,628,3,1260,102,13,204,76
0,241,3,1256,49,9,140,125
0,1029,3,1000,80,15,259,198
1,1769,3,1137,128,14,156,58
0,6951,3,843,82,12,77,105
0,832,3,670,90,1,78,169
0,4298,3,575,80,0,174,114
1,1787,3,1020,185,1,145,271
1,225,3,705,145,15,271,263
1,1440,3,951,79,3,157,248
0,4336,3,990,65,0,106,174
