Flight,DayOfWeek,Time,Length,Airline_encoded,AirportFrom_encoded,AirportTo_encoded,Delay
4542,3,1185,57,7,5,261,1
934,3,1106,66,15,54,52,0
464,3,575,150,17,53,48,1
5053,3,1245,65,10,54,223,1
1151,3,1195,165,17,23,48,1
1123,3,435,165,2,71,12,0
4371,3,735,142,8,43,5,1
434,4,415,75,13,65,68,0
6505,3,315,95,7,20,18,0
528,3,1035,95,17,135,41,1
1978,3,1096,135,2,71,76,1
193,3,807,106,13,4,18,0
491,3,492,129,13,6,12,0
2492,3,955,148,11,102,42,0
1387,3,880,250,2,65,33,1
1442,3,520,179,4,54,4,1
1499,3,485,196,4,93,37,1
2244,4,395,229,4,205,4,0
933,3,1075,73,1,108,52,1
1941,3,575,258,4,136,12,1
6230,3,675,36,7,55,190,0
618,3,430,90,17,80,41,0
2221,3,1310,236,4,25,15,0
117,3,535,95,17,205,21,1
689,3,480,236,3,73,64,0
2466,3,1135,70,17,7,12,0
1822,3,695,122,1,108,35,1
6930,3,360,87,7,65,44,1
574,3,750,104,1,127,12,0
55,3,671,111,3,272,34,1
2640,3,855,100,17,166,33,1
6364,3,1225,82,9,136,148,0
396,3,1180,68,1,4,12,0
59,3,676,320,15,54,15,0
768,4,450,342,0,14,33,0
739,3,670,245,2,83,2,0
569,3,955,234,1,1,13,0
450,3,650,140,2,71,4,0
4648,3,1040,100,14,131,25,1
5486,3,761,82,10,36,7,0
4133,3,1000,90,14,65,73,1
1559,4,420,209,0,88,0,0
2397,3,425,175,17,22,48,0
102,3,305,49,6,11,17,0
629,3,745,226,0,6,39,1
6499,3,551,71,7,2,64,0
1559,3,420,209,0,88,0,0
6247,3,719,72,7,94,15,1
2090,3,673,237,4,6,9,1
7374,3,1180,118,10,130,35,1
6525,3,1205,50,7,65,158,1
1792,3,525,102,1,200,1,0
779,3,874,287,13,15,24,1
484,3,1085,198,16,1,30,0
555,3,1235,33,6,193,11,0
1204,3,640,100,2,126,2,0
2256,3,830,102,4,25,5,1
7332,3,1050,68,10,54,49,1
1225,4,360,120,2,124,2,0
2156,3,706,134,11,60,0,1
3305,3,1170,75,14,71,139,1
5567,4,444,76,10,49,7,0
7798,3,1304,89,7,5,254,0
1212,3,425,86,5,101,35,0
694,3,1185,70,17,53,82,1
2537,3,1045,80,11,53,51,1
1032,3,720,90,2,71,43,0
3415,3,870,60,17,39,50,0
2748,3,540,60,12,60,12,0
456,3,525,141,13,25,24,0
159,3,540,124,4,83,5,0
6451,4,430,133,9,136,4,0
4229,3,515,115,8,82,40,1
7125,3,870,74,10,101,20,0
3533,3,465,150,14,71,51,1
1749,3,580,115,1,65,22,0
842,3,780,120,17,6,4,0
145,3,585,34,6,193,11,0
6924,3,1295,51,7,6,263,0
463,4,335,164,0,65,0,0
1402,3,1331,163,1,108,0,1
1229,3,1245,125,17,1,47,1
5026,3,1045,125,10,252,7,1
22,3,900,315,2,2,9,0
1061,3,430,210,2,82,19,0
222,3,1265,129,13,65,59,1
179,3,1079,408,13,15,18,1
6456,3,1216,94,7,45,24,0
373,4,420,157,13,83,6,0
2137,3,420,64,11,97,0,0
1083,3,735,65,17,1,33,0
1177,3,795,81,1,108,52,1
3794,3,675,200,14,65,55,0
782,3,1045,160,2,65,76,0
6336,3,641,67,7,196,18,0
369,3,900,172,1,102,12,0
850,3,1091,91,13,65,73,1
61,3,721,52,3,276,267,0
2362,3,1110,82,11,56,51,0
478,3,1335,104,15,54,41,1
4243,3,400,140,14,131,6,0
4583,3,700,89,7,6,10,0
2006,4,363,89,11,19,39,0
52,3,1225,85,17,197,43,1
3679,3,1023,77,8,63,5,0
4237,3,1065,55,14,65,114,1
4194,3,1025,95,8,25,186,0
1525,3,590,260,17,44,33,0
2426,3,455,124,4,72,7,0
1105,3,700,428,4,5,11,1
2956,4,390,324,4,205,9,0
411,3,960,150,17,0,24,1
1538,3,810,180,2,233,2,1
1392,3,790,70,17,233,47,0
944,4,424,241,13,2,6,0
1244,4,375,130,4,162,7,0
1589,3,775,125,2,44,2,0
4556,3,1189,106,7,5,66,0
6489,3,688,127,9,71,27,0
1437,3,995,101,4,30,5,1
315,3,910,245,17,135,12,1
1827,3,1260,75,17,7,47,0
637,3,480,105,17,202,12,0
631,3,1185,132,13,88,6,0
961,3,435,180,17,18,12,1
1105,4,445,253,4,54,10,1
1157,3,360,110,4,75,7,0
6477,3,915,122,9,136,98,0
7375,3,1160,73,10,120,7,0
4558,3,480,110,14,83,51,0
1027,3,455,95,17,16,43,0
6753,3,1045,116,9,130,82,1
1897,3,1035,148,1,25,1,0
6572,3,960,80,7,2,33,0
1065,3,756,252,5,82,62,1
541,3,1075,105,2,71,55,0
1096,3,1312,111,4,54,60,1
7086,3,360,90,10,66,20,0
665,3,420,267,3,71,3,0
1587,3,415,65,17,107,50,0
309,3,1105,106,13,4,18,0
6331,3,408,184,7,124,18,0
5182,3,375,75,10,206,7,0
36,3,830,50,17,78,61,0
326,3,395,60,17,2,33,1
6335,3,911,45,7,2,45,1
1888,3,1155,85,1,53,35,1
2455,3,1315,307,4,54,15,1
6578,4,420,59,9,64,5,0
327,3,725,165,2,83,6,0
374,3,515,144,1,71,1,0
4297,3,655,55,14,143,6,1
1985,4,430,230,2,53,38,1
113,3,950,338,1,53,33,0
2589,3,400,92,4,227,7,0
6672,3,860,73,9,171,60,0
1283,3,1040,116,4,54,48,1
1458,3,1120,50,17,39,61,1
1188,3,945,176,5,241,35,0
2034,3,810,83,1,88,35,0
2710,3,1150,75,11,64,40,1
3389,3,1175,55,14,71,211,0
1823,3,405,175,2,65,77,1
1821,3,880,218,0,102,63,1
692,3,1210,120,17,133,3,1
5565,3,890,89,10,54,105,1
130,3,750,109,4,132,7,1
426,3,1140,175,0,102,41,1
70,3,1185,105,3,3,53,1
1093,3,365,168,0,75,0,1
2956,3,390,324,4,205,9,0
7216,3,636,107,12,171,6,0
2956,3,1380,45,11,102,62,0
200,4,360,120,15,62,7,0
2305,4,405,90,4,103,4,0
769,3,705,160,17,30,37,1
1,3,565,505,0,102,11,0
667,3,1267,217,0,21,34,1
6347,3,979,60,7,121,6,0
371,3,703,165,16,15,30,0
4628,3,1310,101,7,5,205,0
57,4,390,74,1,4,12,0
383,3,1305,170,5,83,37,1
2805,3,635,85,14,246,2,0
7247,3,737,116,12,129,7,1
3704,3,400,175,14,125,6,0
7352,3,1255,74,10,54,156,1
1585,4,390,70,17,137,68,0
6482,3,450,112,7,212,24,0
6291,3,958,137,7,125,15,0
3450,4,360,70,14,141,2,1
3277,3,1215,40,14,71,269,1
628,3,1260,102,13,65,40,1
241,3,1256,49,6,214,11,0
1029,3,1000,80,17,228,47,0
1769,3,1137,128,1,83,1,1
6951,3,843,82,7,6,189,0
832,3,670,90,2,71,43,0
4298,3,575,80,8,171,105,0
1787,3,1020,185,2,82,76,1
225,3,705,145,17,23,60,1
1440,3,951,79,5,230,18,1
4336,3,990,65,8,210,26,0
2529,3,455,87,11,14,121,1
3031,3,870,45,14,2,45,0
479,3,1125,55,17,73,50,1
4555,3,1220,98,7,5,46,1
2778,3,615,110,4,205,10,1
7258,3,410,140,12,90,6,0
89,3,360,200,0,102,39,0
873,3,779,51,1,108,208,0
5924,4,360,110,11,45,6,0
5114,3,1091,99,10,57,7,1
2009,3,901,78,4,16,4,0
2400,4,20,165,2,2,2,0
2515,4,380,160,2,128,19,0
716,3,670,96,15,83,144,1
2379,3,790,90,17,127,8,0
710,3,510,303,1,2,22,0
342,3,1075,69,1,1,33,0
1896,3,1160,115,2,71,84,0
1454,3,793,174,15,146,77,1
341,3,413,134,13,56,6,0
1402,3,1155,113,1,132,1,1
3257,3,755,145,14,71,30,0
2632,4,405,132,4,228,10,0
3491,3,580,80,17,31,61,0
317,3,725,70,17,4,12,1
4140,3,665,90,14,65,43,0
5129,4,455,108,10,15,40,1
823,3,790,110,17,127,3,1
6850,4,370,60,7,65,58,0
2640,3,1101,179,11,106,0,1
2112,3,330,58,4,41,7,0
2001,3,1044,70,4,54,52,1
637,3,1195,85,17,85,22,1
4275,4,360,55,14,37,6,0
437,3,660,70,17,138,48,1
3769,3,1120,120,8,56,9,0
1827,3,485,325,0,205,39,1
383,3,990,267,0,15,0,0
3101,3,1115,93,11,102,146,0
6860,3,604,76,7,126,24,1
2801,3,565,85,17,41,76,1
2166,3,655,79,4,54,160,1
5057,3,850,115,10,64,7,1
5371,3,699,74,10,69,7,1
1401,3,730,113,1,65,1,1
1546,3,410,150,17,6,45,0
2038,3,960,78,11,37,51,1
458,4,420,70,17,133,46,0
6345,4,360,125,7,165,18,1
5168,3,757,56,10,54,175,0
621,3,710,244,5,82,61,0
1942,3,564,98,1,108,113,0
127,3,420,249,1,16,12,0
5393,3,330,57,10,48,7,0
3658,3,430,135,14,19,19,0
1125,3,375,140,1,93,1,0
511,3,1265,174,16,6,3,1
3690,3,405,112,8,79,4,0
1527,3,1035,113,4,54,37,1
965,4,450,210,17,6,13,0
4396,3,435,65,14,131,40,0
3193,4,400,75,14,2,64,0
1182,3,866,107,1,108,25,1
3181,3,775,75,14,202,15,0
7,3,510,60,17,197,61,0
1673,3,886,114,4,54,19,0
1157,3,600,188,1,53,85,0
2914,4,435,195,4,21,4,1
827,3,540,145,17,53,49,1
6433,3,1363,58,7,2,135,0
6370,3,1265,91,7,0,202,0
543,3,900,176,1,71,33,0
2004,3,645,130,17,30,48,1
668,3,1120,50,17,73,61,1
2589,3,540,148,4,54,43,0
803,3,540,155,2,71,19,1
2004,3,880,155,17,6,15,1
94,3,859,128,13,1,18,0
201,3,390,60,17,197,61,0
840,3,565,295,17,4,59,0
6839,3,879,96,7,18,6,0
236,4,415,145,3,55,45,0
1461,4,450,95,17,4,18,0
205,3,500,107,13,15,20,0
1154,3,410,170,2,169,2,1
2550,3,1305,120,17,6,33,0
6662,3,730,54,9,130,75,0
1423,3,345,85,1,88,1,0
899,3,660,90,17,4,47,0
6252,3,516,117,7,258,18,0
931,3,1129,92,13,0,15,1
503,3,720,168,3,228,3,0
6628,3,656,147,7,6,90,1
529,3,1185,133,13,129,6,0
7121,3,1139,152,10,129,160,1
815,3,1168,107,13,18,24,0
549,3,1300,120,17,6,12,1
591,3,1115,120,17,6,33,1
301,3,430,91,4,108,7,1
2150,3,550,59,11,64,100,0
2043,3,1020,95,1,15,40,1
4961,3,895,71,10,54,278,1
4139,3,650,115,14,65,95,1
1157,4,360,110,4,75,7,0
5049,3,1072,97,10,59,7,0
3307,3,390,80,14,71,72,0
1374,3,850,185,2,65,19,1
486,3,365,107,1,196,12,0
754,3,1000,70,17,205,33,1
30,3,420,320,3,55,35,1
656,4,450,202,13,1,6,0
955,3,640,140,17,103,41,1
410,3,605,163,13,6,68,0
6999,3,848,118,7,31,24,0
1865,3,1040,150,2,135,2,0
5251,3,1170,150,10,54,176,1
2099,4,440,265,2,65,15,0
649,4,365,95,15,106,41,0
4599,3,375,175,14,83,4,0
6675,3,746,145,7,6,135,1
1783,3,1130,95,17,38,49,1
675,3,990,379,5,82,15,1
6711,3,1168,121,7,6,165,1
347,3,330,148,1,55,12,0
1751,3,705,70,17,75,41,1
4122,3,980,78,8,123,26,0
3981,3,800,130,8,136,4,1
863,3,385,75,17,28,61,0
3994,3,795,75,14,33,6,0
5395,3,684,100,10,89,7,1
3729,3,1185,145,14,53,6,1
357,3,905,130,13,30,6,0
4569,3,717,63,7,160,4,0
5055,3,1233,91,10,54,227,1
1947,3,1160,155,1,88,37,0
124,3,540,253,4,2,7,0
1381,3,565,60,17,131,41,1
7083,3,1130,86,10,136,6,1
3372,4,360,90,14,57,2,0
195,3,570,210,17,128,12,1
279,3,1175,75,17,0,15,1
151,3,695,85,17,55,21,1
1195,3,615,330,1,53,12,1
1153,3,575,225,1,53,2,0
2568,3,1220,136,11,102,79,0
1599,4,375,248,0,14,0,1
1410,3,925,142,5,73,13,1
6708,3,1065,115,7,0,110,1
2614,3,1280,100,12,108,39,1
4145,3,940,59,8,130,276,1
298,3,525,85,17,196,15,0
1170,3,400,115,17,133,12,0
1824,3,590,140,17,87,48,0
843,3,995,65,17,1,33,0
219,3,719,131,13,22,20,0
5576,3,1041,85,10,54,78,0
523,3,855,185,17,123,33,0
317,3,1073,201,13,6,20,0
1121,3,565,136,5,56,37,1
1268,3,545,125,17,30,30,1
723,3,1166,165,13,6,64,0
662,3,1020,105,2,103,2,1
3805,3,435,144,8,64,26,1
514,3,990,157,3,21,63,0
2732,3,725,90,14,235,2,0
4980,3,1370,50,10,54,44,1
190,3,1001,30,6,225,11,1
115,3,1160,126,16,25,24,1
1115,3,465,130,17,30,48,0
585,3,1135,145,3,228,8,0
596,3,765,178,0,4,0,1
4595,3,700,105,14,83,42,1
4297,3,810,75,8,101,5,0
6405,3,370,93,9,19,7,0
3116,3,945,77,7,16,144,1
2238,3,800,97,4,54,40,0
324,3,390,135,17,173,24,1
1114,3,405,170,2,183,25,1
102,3,1205,430,2,11,2,0
1702,3,980,114,1,108,59,1
3090,3,722,56,11,73,0,0
3272,3,455,135,14,192,2,0
1253,3,410,55,17,38,76,0
1704,3,1265,81,0,102,118,0
2722,3,30,228,4,1,5,0
6604,3,915,119,9,136,59,0
1083,3,390,210,2,129,2,0
6304,3,1031,92,7,218,24,0
559,3,560,218,0,102,63,1
2829,3,1145,336,4,54,3,0
5371,3,825,117,10,54,180,0
3384,3,460,190,14,36,2,0
4998,3,360,119,10,141,7,0
679,3,430,227,1,128,12,1
52,4,360,141,5,22,9,0
6464,3,890,101,7,96,18,1
391,3,1221,49,6,214,11,0
1041,3,1060,229,1,259,1,0
627,3,1050,281,1,85,12,1
5985,3,392,107,11,44,6,0
422,3,640,173,5,86,35,1
4127,4,405,123,8,93,42,1
5275,4,360,86,10,147,7,1
6410,3,966,67,7,0,87,0
1749,3,1145,332,4,54,18,1
3012,3,955,145,14,2,24,0
263,3,1355,84,13,2,18,0
642,3,1210,164,3,21,12,0
2788,3,1160,105,14,71,191,0
894,3,935,75,17,30,99,1
5491,4,360,98,10,153,7,1
102,3,1019,94,5,82,113,1
340,4,450,171,4,54,4,0
1003,3,1035,135,17,162,83,1
1899,3,945,90,1,88,1,0
2172,3,780,85,1,88,25,0
4534,3,880,160,7,5,56,1
1357,3,360,80,17,127,46,0
4473,3,910,100,7,5,83,1
9,3,1230,91,4,54,76,0
2132,3,552,91,4,65,4,0
2647,4,360,124,11,103,0,0
5359,3,975,83,10,54,132,1
1237,3,1048,103,4,54,60,1
733,4,449,240,0,83,0,1
1450,3,940,91,0,64,25,1
663,3,1302,122,13,6,33,0
6360,3,370,107,9,200,5,0
1,3,480,360,3,88,3,0
599,3,425,130,17,1,21,0
466,3,1280,102,15,54,41,0
4493,3,620,155,14,128,9,1
5908,3,1001,139,11,40,6,1
944,3,360,75,17,133,46,1
509,3,555,110,17,133,12,1
1419,3,1115,65,17,4,12,1
6590,3,415,110,9,129,27,1
6556,3,1195,110,7,123,24,0
2865,4,335,174,11,16,0,0
1083,3,540,220,17,25,12,1
1660,3,455,120,2,71,70,0
600,4,405,170,0,72,39,0
1627,3,895,115,1,14,1,0
2254,3,820,65,17,4,87,0
532,3,360,141,13,6,6,0
4201,3,795,80,8,54,215,0
6716,3,370,97,7,163,6,0
3026,4,405,70,14,172,15,0
5341,3,980,63,10,54,141,1
2772,3,1140,75,14,141,2,1
3110,3,635,240,17,137,12,1
3697,3,420,60,8,79,5,0
5033,3,940,148,10,90,7,1
1398,3,610,115,17,23,49,1
1821,4,420,176,4,183,9,1
373,3,528,162,15,83,7,1
2899,3,1040,210,4,25,12,0
3600,3,375,105,14,36,19,0
10,3,1365,317,3,21,13,1
3973,3,1045,125,14,65,67,1
4607,3,1080,105,14,83,42,0
4093,4,405,50,14,229,81,0
4736,3,955,120,7,25,73,0
2057,3,925,77,11,64,119,1
4020,3,410,92,8,120,27,1
1134,4,449,184,15,134,76,0
6633,3,1280,114,7,6,66,1
683,3,680,60,17,22,37,0
1320,3,363,77,5,30,35,0
3907,3,810,69,8,75,5,1
4989,3,1235,186,10,136,24,1
4290,3,660,95,14,44,6,1
411,3,370,102,15,50,41,0
1321,3,960,110,17,202,8,1
2337,3,450,102,4,30,5,0
518,3,1180,159,3,21,63,0
5221,4,415,84,10,72,89,0
2553,4,430,90,17,205,54,0
47,3,1080,65,17,197,61,1
278,4,345,54,0,39,0,1
88,3,850,337,13,0,39,1
6640,3,431,79,7,189,18,0
203,3,1115,160,17,4,43,1
2374,3,1058,151,4,28,5,1
506,4,370,364,1,15,12,0
3311,3,495,50,14,71,166,1
833,3,445,110,13,166,24,1
949,3,1015,65,2,22,19,1
6831,3,712,146,7,124,6,1
6532,3,535,206,7,64,24,1
91,3,1170,401,5,82,47,1
460,3,440,75,2,102,2,0
2816,4,390,96,12,94,12,1
4212,3,620,100,8,130,44,0
2356,4,405,110,17,197,83,1
7046,3,612,90,7,6,67,1
3142,3,760,65,17,197,56,0
147,3,1150,145,16,162,24,0
307,3,930,100,1,23,1,0
449,3,595,260,13,65,45,1
39,3,960,60,17,197,61,1
6867,4,445,107,7,95,24,0
170,3,875,70,17,4,12,1
6982,3,492,57,7,6,164,0
6382,3,520,122,9,130,141,1
3848,3,1030,75,8,100,5,1
460,3,1000,70,17,85,41,1
5407,3,1374,51,10,54,159,1
250,3,390,55,17,72,13,0
6380,3,884,105,7,166,18,1
1137,3,515,158,15,72,148,0
3392,3,605,65,14,210,2,1
2333,3,1030,184,4,25,10,0
1131,3,1113,136,4,73,7,0
1071,3,895,100,2,171,2,0
373,3,1109,131,1,82,1,1
808,3,725,65,2,71,0,0
1079,3,1120,95,17,39,55,1
595,4,430,65,17,233,64,0
2564,3,925,187,11,14,4,1
5947,3,771,74,11,66,6,1
280,3,935,32,6,193,16,0
2526,3,465,75,17,233,47,0
68,3,1299,327,13,225,15,0
2932,3,617,107,4,228,10,0
623,3,1230,253,5,82,61,0
770,3,735,105,17,197,55,0
105,3,814,147,15,54,2,1
1040,3,705,212,1,108,195,0
206,3,885,85,17,133,45,1
2175,3,375,134,11,44,0,0
636,3,1076,83,15,66,41,1
18,3,360,146,13,2,24,0
354,3,890,130,15,54,25,1
6593,3,1021,114,9,129,5,0
289,3,900,139,15,54,61,1
2826,3,1070,180,14,49,2,1
964,3,924,116,15,54,279,0
7105,3,737,92,10,129,207,1
1625,3,500,169,15,53,13,0
548,3,360,240,2,2,6,0
4800,3,495,46,7,2,45,1
158,3,1109,108,13,55,18,1
3242,3,1125,180,17,223,77,1
763,3,1000,67,0,102,86,0
1370,4,390,69,4,83,35,0
4145,3,725,110,14,75,9,0
146,4,360,152,5,86,9,0
329,3,975,75,1,228,12,0
652,3,890,147,16,0,24,0
367,3,834,121,13,6,88,0
444,4,435,165,2,39,6,0
944,3,615,120,17,1,118,1
5273,3,1205,146,10,130,52,0
2982,3,885,85,17,130,41,1
1462,3,971,62,1,108,95,0
1626,3,1225,100,2,71,49,0
1814,3,500,75,17,133,15,0
5521,3,697,63,10,70,7,1
912,3,720,230,17,6,37,0
3301,3,1350,70,14,71,180,0
1532,3,865,130,17,159,41,1
32,3,750,60,17,58,61,1
1593,3,830,72,4,130,70,1
3350,3,690,115,14,152,2,1
861,3,1159,111,13,15,20,1
2270,3,930,130,4,130,9,1
388,3,565,90,17,205,47,1
2825,3,455,60,14,71,67,0
239,3,440,265,13,28,15,0
5325,3,725,76,10,54,268,1
3876,4,430,105,14,141,6,1
1461,4,435,159,15,137,13,0
1761,3,915,143,4,53,7,1
691,3,940,110,4,56,7,1
2946,4,435,80,14,244,2,0
360,3,990,196,16,6,76,0
5893,3,513,87,11,64,6,1
2033,3,970,100,4,54,86,1
1231,3,835,194,4,5,86,1
6416,3,904,137,7,0,83,1
2138,3,860,96,4,54,40,1
705,4,445,65,17,1,83,0
6836,3,545,48,7,65,114,1
987,3,595,165,17,137,24,1
472,3,1050,150,2,5,2,0
67,3,1210,106,3,245,34,0
3504,3,770,145,17,73,13,0
2046,3,375,62,11,89,0,0
738,3,620,195,17,1,49,1
2379,3,431,89,4,138,7,0
1204,3,860,150,2,71,42,1
4870,3,1210,83,7,5,24,1
3725,3,460,77,8,130,113,0
75,3,759,319,13,0,11,1
870,3,395,100,17,126,50,0
32,4,360,146,13,55,24,0
741,4,420,157,5,22,38,1
2031,3,660,92,1,15,40,1
2357,3,545,90,17,5,24,0
1221,3,915,95,17,80,22,1
2529,3,360,185,17,135,24,1
2265,3,710,60,17,173,88,0
1950,3,1205,106,1,108,113,1
5213,3,1155,85,10,54,132,1
2752,3,775,158,4,23,25,0
904,3,700,132,1,108,6,1
6977,3,1205,207,7,65,10,1
6329,3,405,110,9,163,7,0
2589,3,1245,127,11,64,43,1
1142,3,510,174,0,14,7,0
3748,3,565,79,8,171,181,0
857,3,500,375,3,21,14,0
2773,3,1130,50,14,71,217,0
525,3,841,165,5,14,13,1
5,3,840,155,17,22,82,1
1422,3,410,100,17,205,18,0
1041,3,610,280,2,65,64,1
49,3,914,61,3,3,80,0
2745,4,360,127,11,44,39,1
30,3,970,325,6,193,3,1
845,3,420,165,17,53,13,0
1733,3,825,86,1,88,1,1
226,3,360,342,13,0,35,0
1228,3,966,99,4,54,70,1
1014,3,895,240,2,21,6,1
939,3,455,223,1,25,12,1
2299,3,360,190,2,130,19,0
3917,3,850,170,17,53,77,1
3366,3,365,185,14,49,2,0
3974,3,555,100,14,44,6,0
641,3,370,157,1,71,12,1
1054,3,695,178,0,14,77,1
6942,3,744,40,7,124,24,0
1975,3,610,150,4,25,7,0
5105,3,530,148,10,38,5,0
801,3,870,80,15,30,35,0
7327,3,640,110,10,62,7,0
2822,3,810,120,14,71,89,1
3992,3,800,105,14,141,6,1
151,3,810,85,17,127,45,1
505,3,1200,163,3,228,3,0
644,3,990,65,17,233,64,0
6687,3,702,37,7,172,18,0
6644,3,1160,108,9,171,109,0
2012,3,785,80,17,233,12,1
2802,3,655,50,14,271,2,0
2908,3,675,130,14,145,2,0
563,3,999,147,13,53,6,1
1588,3,1015,80,2,71,86,0
854,3,480,94,15,22,7,0
1794,3,1295,124,4,54,22,1
603,3,420,127,13,88,6,0
386,3,405,80,2,128,6,0
1433,3,750,80,5,0,36,0
4375,4,385,65,14,88,42,0
524,3,365,139,13,65,35,0
453,3,1230,85,17,137,113,1
6818,4,361,109,7,188,6,0
5584,3,605,61,10,54,175,0
376,3,1070,133,16,6,30,1
6321,4,452,46,7,2,45,0
327,3,1230,110,17,137,20,1
2070,3,1031,72,11,76,0,0
6330,4,360,85,7,7,18,0
2855,3,970,124,4,136,76,0
1705,3,635,155,2,54,2,0
119,3,1090,380,2,14,15,1
6774,3,597,83,9,88,59,1
230,3,592,107,1,202,12,0
95,3,1100,387,13,14,18,1
6715,3,1304,135,7,6,220,0
6745,3,483,136,7,233,24,0
6473,3,780,60,7,2,271,1
1187,3,1155,160,0,14,6,1
1855,4,455,80,17,85,22,0
3630,3,860,140,14,44,19,0
1488,3,970,120,1,108,35,1
6982,3,579,59,7,209,24,0
287,3,520,385,0,14,63,1
668,3,1205,60,17,162,86,1
858,3,460,160,2,183,22,0
1203,4,420,186,5,101,85,1
2280,3,650,125,17,131,37,1
1413,3,395,119,4,108,26,0
3642,3,650,75,14,183,52,0
6377,3,810,53,9,136,84,1
319,3,994,76,15,108,7,0
313,3,1050,120,3,0,3,1
957,3,1050,85,17,1,87,1
4354,3,480,50,14,65,151,1
2328,3,475,140,2,71,6,1
1550,3,420,193,4,4,4,0
591,4,390,164,5,146,13,0
189,3,540,270,0,64,12,0
1483,3,915,195,2,131,2,1
2285,3,1150,145,4,54,0,1
167,3,1020,187,5,82,76,0
4682,4,370,112,7,202,10,0
4203,3,405,75,14,65,68,0
6637,3,1302,109,7,6,145,0
6591,3,537,183,7,124,20,0
335,3,530,137,5,129,13,1
803,3,622,68,13,131,20,1
5415,3,657,53,10,74,7,1
2638,3,1084,86,12,136,1,1
2738,3,390,175,14,120,2,0
301,3,370,160,2,83,6,0
296,3,759,38,6,11,14,0
685,4,375,70,17,18,60,1
869,4,450,70,17,197,71,0
198,3,827,101,15,54,40,0
716,3,882,132,13,7,24,0
796,3,497,319,13,129,33,0
4314,3,420,114,8,130,92,0
3822,3,600,88,8,130,148,0
123,3,945,171,4,82,7,1
6468,3,1135,95,9,82,35,0
4186,3,921,66,8,100,5,1
3975,4,305,68,8,17,4,0
1255,3,1255,55,17,39,50,0
1460,3,745,69,4,54,1,0
1289,3,465,105,17,21,21,0
7110,3,1020,92,10,129,207,1
5581,4,405,134,10,161,7,0
829,3,390,103,1,130,1,0
623,3,1080,119,1,1,47,1
4291,3,1145,80,14,135,6,0
563,3,1050,50,17,162,72,1
543,3,1045,172,13,15,6,1
4504,3,1027,82,7,5,161,0
1196,3,585,245,2,2,6,0
1717,3,660,207,4,54,24,0
6611,3,555,119,9,171,109,0
2022,3,755,190,17,2,61,1
3611,3,675,125,14,183,90,0
2916,3,1000,83,12,169,12,0
2374,3,1240,125,2,71,6,1
395,3,705,158,1,4,2,0
2209,3,1010,80,11,64,111,1
1463,3,895,119,1,72,1,0
1590,3,415,60,17,7,33,0
81,4,360,219,3,21,34,1
1935,3,970,60,2,71,62,1
2937,3,1080,100,11,171,0,0
2049,3,1130,80,17,205,64,0
765,3,380,133,16,73,24,1
2949,3,920,300,4,130,3,1
2994,3,975,114,4,86,7,1
6329,4,420,86,7,0,91,1
831,3,965,60,17,55,137,1
6521,3,1335,69,7,2,64,0
6361,3,450,75,9,130,27,1
653,3,1260,161,15,54,56,1
367,3,505,195,2,72,2,0
2664,3,1070,91,12,108,148,0
2637,3,1019,69,11,197,0,0
356,4,405,145,17,6,61,0
3351,3,870,70,14,71,168,1
163,3,404,396,13,15,15,1
38,3,791,111,15,54,48,0
1546,3,520,70,17,205,33,1
4269,3,1050,134,8,42,5,0
654,4,390,349,1,82,12,1
2047,3,990,65,11,71,0,0
511,3,941,135,15,71,30,0
752,3,506,204,13,6,41,0
2646,3,584,61,11,102,97,0
1790,3,390,85,5,88,35,0
2470,3,1165,140,17,205,24,0
733,3,890,60,17,2,33,1
6605,3,1215,102,7,12,24,0
2490,3,785,153,4,25,7,0
2904,3,1185,75,17,2,18,1
1427,3,1215,65,17,4,45,0
6854,3,663,78,7,51,18,0
927,3,1163,264,13,128,18,0
2543,3,1015,94,4,54,96,1
1123,3,520,216,4,5,5,0
2629,3,870,75,12,44,1,0
52,3,360,141,5,22,9,0
802,3,1120,185,17,1,4,1
422,4,451,94,13,218,24,0
12,3,830,305,6,11,18,1
4391,3,450,105,8,130,42,0
4198,3,660,75,8,88,9,1
1247,3,674,101,4,240,7,0
2763,3,735,81,12,125,12,0
2575,3,423,92,4,19,7,0
2736,3,825,117,11,70,39,1
231,3,420,126,1,166,12,0
6279,3,1027,80,7,228,18,0
2062,3,1175,74,11,102,204,0
7099,4,415,68,10,65,27,0
807,3,435,75,17,7,47,0
2856,3,1350,319,4,205,9,0
1580,3,985,155,2,71,40,1
2721,3,885,93,12,1,102,1
300,3,745,115,17,4,24,1
2251,3,370,114,11,135,39,0
1568,3,635,210,17,205,60,1
28,3,1335,118,15,54,48,1
19,4,360,84,5,68,9,1
643,3,909,280,13,65,8,1
1124,4,425,82,4,2,18,0
455,3,905,265,2,65,15,1
1023,4,435,86,1,93,22,0
2730,4,450,223,12,171,12,0
3864,3,880,72,8,171,180,0
500,3,1150,141,0,102,70,0
1381,3,500,155,2,54,2,1
1008,3,1080,35,12,11,14,0
2461,3,723,77,11,159,0,0
729,3,445,75,17,4,54,1
6897,3,1124,96,7,226,6,0
6317,3,451,40,7,2,102,0
1151,3,1045,95,2,25,6,1
1684,3,505,115,1,72,1,1
7088,3,1211,59,10,142,20,0
3421,3,660,70,17,75,48,1
304,3,600,30,6,225,11,0
